A,B,C,State,County,Municipality,Zip,Area,D,E,F,State_dest,County_dest,Municipality_dest,Zip_dest,Area_dest,Mode,Number,MOE
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,61800,Massachusetts,Worcester County,Shrewsbury town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",24,25
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,63165,Massachusetts,Worcester County,Southborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",100,74
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,63345,Massachusetts,Worcester County,Southbridge Town city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",118,56
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,66105,Massachusetts,Worcester County,Spencer town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",36,30
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,66105,Massachusetts,Worcester County,Spencer town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",11,16
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,68610,Massachusetts,Worcester County,Sutton town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",87,68
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,68610,Massachusetts,Worcester County,Sutton town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",10,16
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,73895,Massachusetts,Worcester County,Webster town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",68,44
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,73895,Massachusetts,Worcester County,Webster town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",16,27
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,75015,Massachusetts,Worcester County,Westborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",323,103
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,75015,Massachusetts,Worcester County,Westborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",20,26
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,75155,Massachusetts,Worcester County,West Boylston town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",89,65
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone","2,602",283
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",96,65
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ",Other travel mode,33,34
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",47,38
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",17,25
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",491,141
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",31,39
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",Other travel mode,341,155
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,25485,Massachusetts,Worcester County,Gardner city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",30,29
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,25485,Massachusetts,Worcester County,Gardner city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",22,37
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,28740,Massachusetts,Worcester County,Hardwick town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",50,37
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,30560,Massachusetts,Worcester County,Holden town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",37,41
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,30560,Massachusetts,Worcester County,Holden town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",27,44
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,50670,Massachusetts,Worcester County,Oakham town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",75,74
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,66105,Massachusetts,Worcester County,Spencer town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",51,47
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,75015,Massachusetts,Worcester County,Westborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",99,75
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,75015,Massachusetts,Worcester County,Westborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",29,46
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",316,102
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",56,60
25,27,3740,Massachusetts,Worcester County,Barre town,49340,"Worcester, MA-CT ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ",Other travel mode,11,18
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",36,41
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,13135,Massachusetts,Middlesex County,Chelmsford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",14,10
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,24925,Massachusetts,Middlesex County,Framingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",13,13
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,31540,Massachusetts,Middlesex County,Hudson town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",107,50
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,31540,Massachusetts,Middlesex County,Hudson town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",15,23
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",203,67
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",18,26
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,10,14
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",24,25
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,68260,Massachusetts,Middlesex County,Sudbury town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",50,45
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,68260,Massachusetts,Middlesex County,Sudbury town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",8,13
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",17,17
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,17,76135,Massachusetts,Middlesex County,Westford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",18,16
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",25,22
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",8,12
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,8,9
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,12,18
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",14,15
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",15,24
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",197,78
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",4,8
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",Other travel mode,163,58
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,7525,Massachusetts,Worcester County,Boylston town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",22,21
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,14395,Massachusetts,Worcester County,Clinton town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",33,27
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,46820,Massachusetts,Worcester County,Northborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",53,38
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,63165,Massachusetts,Worcester County,Southborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",44,33
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,75015,Massachusetts,Worcester County,Westborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",44,27
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",80,34
25,27,5490,Massachusetts,Worcester County,Berlin town,49340,"Worcester, MA-CT ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",5,7
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,17,24925,Massachusetts,Middlesex County,Framingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",82,54
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,17,31085,Massachusetts,Middlesex County,Hopkinton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",108,84
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,17,31085,Massachusetts,Middlesex County,Hopkinton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",10,16
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",82,68
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,21,4930,Massachusetts,Norfolk County,Bellingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",243,108
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,21,4930,Massachusetts,Norfolk County,Bellingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",23,26
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,21,7740,Massachusetts,Norfolk County,Braintree Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",41,38
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,21,25172,Massachusetts,Norfolk County,Franklin Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",549,237
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,21,41515,Massachusetts,Norfolk County,Millis town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",59,61
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,21,54100,Massachusetts,Norfolk County,Plainville town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",41,39
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,21,78690,Massachusetts,Norfolk County,Westwood town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",51,50
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,21,82315,Massachusetts,Norfolk County,Wrentham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",42,44
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,21,82315,Massachusetts,Norfolk County,Wrentham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",30,36
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",100,55
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,43,33
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",295,104
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",17,29
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",Other travel mode,119,69
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,30945,Massachusetts,Worcester County,Hopedale town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",95,84
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,30945,Massachusetts,Worcester County,Hopedale town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",30,54
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,40255,Massachusetts,Worcester County,Mendon town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",51,53
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,41165,Massachusetts,Worcester County,Milford town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",344,162
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,41165,Massachusetts,Worcester County,Milford town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",16,29
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,46925,Massachusetts,Worcester County,Northbridge town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",73,70
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,61800,Massachusetts,Worcester County,Shrewsbury town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",39,38
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,63165,Massachusetts,Worcester County,Southborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",45,47
25,27,6015,Massachusetts,Worcester County,Blackstone town,49340,"Worcester, MA-CT ",25,27,71620,Massachusetts,Worcester County,Uxbridge town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",121,68
